"LB-LOC-35249","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35427","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35435","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35187","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35185","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35191","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35265","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35449","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35512","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35421","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35498","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35420","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35273","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35484","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35141","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35177","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35347","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35439","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35158","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35241","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35408","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35275","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35175","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35337","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35367","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35174","Exact stable ADM3_PCODE mapping; owner approval remains pending"
"LB-LOC-35321","Exact stable ADM3_PCODE mapping; owner approval remains pending"
